1	11
2	11
3	11
4	11
5	11
6	11
7	11
8	11
9	11
10	11
11	11
12	11
13	11
14	21
15	31
16	41
17	41
18	51
19	61
20	71
21	71
22	71
23	71
24	71
25	81
26	91
27	91
28	91
29	91
30	91
31	101
32	111
33	121
34	131
35	141
36	141
37	151
38	161
39	171
40	181
41	181
42	191
43	201
44	201
45	201
46	201
47	201
48	201
49	201
50	211
51	221
52	221
53	221
54	221
55	231
56	231
57	241
58	241
59	251
60	261
61	261
62	261
63	261
64	261
65	261
66	271
67	281
68	281
69	281
70	281
71	281
72	281
73	281
74	281
75	281
76	301
77	311
78	311
79	311
80	311
81	311
82	321
83	331
84	341
85	351
86	361
87	371
88	381
89	381
90	381
91	381
92	381
93	381
94	381
95	381
96	381
97	381
98	381
99	381
100	381
101	381
102	381
103	381
104	381
105	381
106	381
107	381
108	381
109	391
110	401
111	411
112	411
113	411
114	411
115	411
116	411
117	411
118	411
119	411
120	411
121	411
122	411
123	411
124	411
125	421
126	421
127	431
128	431
129	431
130	431
131	441
132	451
133	461
134	471
135	471
136	471
137	471
138	471
139	481
140	491
141	491
142	501
143	501
144	501
145	501
146	511
147	511
148	511
149	511
150	511
151	521
152	531
153	531
154	531
155	541
156	541
157	551
158	561
159	561
160	561
161	561
162	561
163	561
164	571
165	581
166	591
167	591
168	591
169	591
170	591
171	601
172	601
173	601
174	601
175	611
176	621
177	631
178	631
179	631
180	631
181	631
182	631
183	631
184	631
185	631
186	631
187	641
188	641
189	651
190	661
191	671
192	681
193	691
194	691
195	691
196	701
197	711
198	721
199	721
200	721
201	721
202	721
203	731
204	741
205	751
206	761
207	761
208	771
209	771
210	781
211	791
212	801
213	801
214	801
215	801
216	801
217	801
218	801
219	801
220	801
221	801
222	801
223	801
224	811
225	821
226	831
227	841
228	851
229	861
230	871
231	881
232	891
233	901
234	911
235	921
236	921
237	921
238	931
239	941
240	951
241	961
242	971
243	981
244	991
245	991
246	991
247	1001
248	1011
249	1021
250	1031
251	1031
252	1031
253	1031
254	1031
255	1031
256	1031
257	1031
258	1031
259	1031
260	1031
261	1041
262	1051
263	1061
264	1071
265	1081
266	1081
267	1081
268	1091
269	1101
270	1101
271	1111
272	1111
273	1111
274	1121
275	1131
276	1131
277	1141
278	1151
279	1161
280	1161
281	1171
282	1171
283	1171
284	1171
285	1171
286	1171
287	1171
288	1171
289	1171
290	1181
291	1181
292	1181
293	1181
294	1191
295	1201
296	1201
297	1201
298	1201
299	1201
300	1201
301	1211
302	1221
303	1221
304	1221
305	1221
306	1241
307	1241
308	1241
309	1241
310	1251
311	1261
312	1271
313	1281
314	1291
315	1301
316	1311
317	1321
318	1331
319	1341
320	1351
321	1361
322	1371
323	1381
324	1381
325	1391
326	1391
327	1391
328	1391
329	1391
330	1391
331	1391
332	1391
333	1391
334	1391
335	1391
336	1391
337	1391
338	1391
339	1391
340	1401
341	1411
342	1411
343	1411
344	1411
345	1411
346	1431
347	1441
348	1451
349	1461
350	1471
351	1481
352	1481
353	1491
354	1491
355	1501
356	1501
357	1511
358	1511
359	1511
360	1521
361	1521
362	1521
363	1531
364	1541
365	1541
366	1551
367	1561
368	1571
369	1571
370	1571
371	1581
372	1581
373	1591
374	1601
375	1601
376	1611
377	1611
378	1621
379	1631
380	1641
381	1651
382	1661
383	1671
384	1681
385	1691
386	1691
387	1691
388	1701
389	1711
390	1711
391	1711
392	1711
393	1711
394	1711
395	1711
396	1711
397	1721
398	1721
399	1721
400	1731
401	1741
402	1751
403	1761
404	1771
405	1781
406	1791
407	1801
408	1801
409	1801
410	1801
411	1801
412	1801
413	1801
414	1801
415	1801
416	1801
417	1811
418	1821
419	1831
420	1831
421	1841
422	1841
423	1841
424	1841
425	1851
426	1861
427	1861
428	1871
429	1881
430	1891
431	1891
432	1891
433	1891
434	1891
435	1891
436	1891
437	1891
438	1891
439	1891
440	1901
441	1911
442	1911
443	1911
444	1911
445	1911
446	1911
447	1911
448	1921
449	1931
450	1941
451	1941
452	1941
453	1941
454	1951
455	1951
456	1951
457	1961
458	1961
459	1961
460	1971
461	1981
462	1991
