1	1	1
2	1	1
3	1	1
4	1	1
5	1	1
6	1	1
7	1	1
8	1	1
9	1	1
10	1	1
11	2	1
12	2	1
13	2	1
14	3	1
15	4	1
16	5	1
17	5	1
18	6	1
19	7	1
20	8	1
21	9	1
22	9	1
23	10	1
24	10	1
25	11	1
26	12	1
27	12	1
28	12	1
29	12	1
30	12	1
31	13	1
32	14	1
33	15	1
34	16	1
35	17	1
36	18	1
37	19	1
38	20	1
39	21	1
40	22	1
41	23	1
42	24	1
43	25	1
44	26	1
45	26	1
46	26	1
47	26	1
48	26	1
49	26	1
50	27	1
51	28	1
52	28	1
53	28	1
54	28	1
55	29	1
56	29	1
57	30	1
58	30	1
59	31	1
60	32	1
61	32	1
62	32	1
63	32	1
64	33	1
65	33	1
66	34	1
67	35	1
68	36	1
69	37	1
70	37	1
71	38	1
72	38	1
73	38	1
74	37	1
75	37	1
76	39	1
77	40	1
78	40	1
79	41	1
80	41	1
81	40	1
82	42	1
83	43	1
84	44	1
85	45	1
86	46	1
87	47	1
88	48	1
89	48	1
90	48	1
91	48	1
92	49	1
93	49	1
94	49	1
95	49	1
96	49	1
97	49	1
98	48	1
99	48	1
100	48	1
101	48	1
102	48	1
103	48	1
104	48	1
105	48	1
106	48	1
107	48	1
108	48	1
109	50	1
110	51	1
111	52	1
112	53	1
113	53	1
114	53	1
115	53	1
116	53	1
117	53	1
118	53	1
119	53	1
120	53	1
121	53	1
122	53	1
123	53	1
124	54	1
125	55	1
126	55	1
127	56	1
128	57	1
129	57	1
130	57	1
131	58	1
132	59	1
133	60	1
134	61	1
135	61	1
136	62	1
137	62	1
138	62	1
139	63	1
140	64	1
141	64	1
142	65	1
143	65	1
144	65	1
145	65	1
146	66	1
147	66	1
148	66	1
149	66	1
150	66	1
151	67	1
152	68	1
153	68	1
154	69	1
155	70	1
156	70	1
157	71	1
158	72	1
159	72	1
160	73	1
161	74	1
162	74	1
163	74	1
164	75	1
165	76	1
166	77	1
167	77	1
168	77	1
169	77	1
170	77	1
171	78	1
172	78	1
173	78	1
174	78	1
175	79	1
176	80	1
177	81	1
178	81	1
179	82	1
180	82	1
181	82	1
182	82	1
183	82	1
184	82	1
185	82	1
186	82	1
187	83	1
188	84	1
189	85	1
190	86	1
191	87	1
192	88	1
193	89	1
194	89	1
195	89	1
196	90	1
197	91	1
198	92	1
199	92	1
200	93	1
201	93	1
202	93	1
203	94	1
204	95	1
205	96	1
206	97	1
207	97	1
208	98	1
209	98	1
210	99	1
211	100	1
212	101	1
213	101	1
214	101	1
215	101	1
216	101	1
217	101	1
218	102	1
219	102	1
220	102	1
221	102	1
222	102	1
223	102	1
224	103	1
225	104	1
226	105	1
227	106	1
228	107	1
229	108	1
230	109	1
231	110	1
232	111	1
233	112	1
234	113	1
235	114	1
236	114	1
237	114	1
238	115	1
239	116	1
240	117	1
241	118	1
242	119	1
243	120	1
244	121	1
245	121	1
246	121	1
247	122	1
248	123	1
249	124	1
250	125	1
251	125	1
252	126	1
253	126	1
254	127	1
255	127	1
256	127	1
257	127	1
258	127	1
259	127	1
260	127	1
261	128	1
262	129	1
263	130	1
264	131	1
265	132	1
266	132	1
267	133	1
268	134	1
269	135	1
270	135	1
271	136	1
272	136	1
273	136	1
274	137	1
275	138	1
276	138	1
277	139	1
278	140	1
279	141	1
280	141	1
281	142	1
282	142	1
283	142	1
284	142	1
285	142	1
286	142	1
287	142	1
288	142	1
289	143	1
290	144	1
291	144	1
292	145	1
293	146	1
294	147	1
295	148	1
296	148	1
297	148	1
298	148	1
299	148	1
300	148	1
301	149	1
302	150	1
303	151	1
304	151	1
305	151	1
306	152	1
307	152	1
308	152	1
309	153	1
310	154	1
311	155	1
312	156	1
313	157	1
314	158	1
315	159	1
316	160	1
317	161	1
318	162	1
319	163	1
320	164	1
321	165	1
322	166	1
323	167	1
324	167	1
325	168	1
326	168	1
327	168	1
328	168	1
329	168	1
330	168	1
331	168	1
332	168	1
333	168	1
334	168	1
335	168	1
336	168	1
337	168	1
338	168	1
339	168	1
340	169	1
341	170	1
342	171	1
343	171	1
344	171	1
