1020	661
1021	661
675	471
861	559
862	559
1018	661
674	471
676	471
863	559
1017	660
1019	661
672	471
673	471
451	307
513	355
462	311
463	312
746	499
819	523
290	201
1514	883
289	201
288	201
291	201
852	550
651	454
653	454
738	493
652	454
650	454
467	315
561	386
451	307
921	598
748	500
747	500
1062	683
605	423
1027	664
858	556
889	579
411	282
427	295
426	295
428	295
429	295
430	295
431	295
432	295
1121	726
1130	731
1131	731
1132	731
1133	731
1014	657
835	537
932	604
931	604
594	413
1473	858
1475	858
1476	858
1477	858
1472	858
1474	858
557	382
27	21
30	21
32	21
33	21
31	21
34	21
27	21
28	21
29	21
63	41
1080	695
372	253
1081	695
373	253
1095	706
1062	683
856	554
641	449
878	568
834	536
506	348
1510	879
1524	886
1527	887
1540	890
1526	887
1530	889
1535	889
1537	890
1542	891
1543	891
1509	879
1525	887
1531	889
1532	889
1533	889
1534	889
1536	890
1538	890
1539	890
1541	890
1544	892
415	285
1008	651
1481	860
1364	810
1365	810
1370	813
1372	813
1482	860
1484	860
1371	813
1374	813
1479	860
1480	860
1483	860
1353	807
1366	811
835	537
1014	657
1143	738
1142	738
1144	738
1141	738
1103	713
383	261
1435	839
668	467
923	600
1083	697
924	600
925	600
658	458
493	335
518	360
135	89
260	178
4	4
5	4
1363	809
1553	896
1554	896
1555	896
1489	863
64	42
765	505
767	505
766	505
548	374
549	374
493	335
1207	764
317	213
1412	826
1413	826
1346	805
1411	826
598	416
620	433
248	169
249	169
277	190
279	192
880	570
652	454
651	454
653	454
650	454
627	440
627	440
1387	816
1391	816
1496	869
1388	816
1389	816
1512	881
1386	816
1390	816
1392	816
1393	816
122	79
123	79
400	276
505	347
514	356
1140	737
846	547
847	547
848	547
405	280
604	422
1084	698
804	515
83	53
84	54
974	629
161	108
568	392
275	188
1493	867
1494	867
1116	721
1136	733
303	208
1138	735
1516	885
1518	885
1522	885
1519	885
1521	885
1523	885
1294	790
1517	885
1520	885
740	494
1293	790
739	494
238	161
1014	657
661	461
622	435
1478	859
1503	876
286	199
830	532
561	386
352	235
600	418
846	547
847	547
848	547
497	339
603	421
626	439
907	589
1158	749
126	81
328	219
329	219
330	220
513	355
1102	712
954	620
413	284
427	295
414	284
449	306
426	295
428	295
429	295
430	295
431	295
432	295
450	306
1121	726
951	617
513	355
561	386
793	509
794	509
886	576
229	154
138	92
139	92
227	152
281	194
282	195
231	156
396	273
397	273
1495	868
933	605
629	442
630	442
1297	792
1375	814
1376	814
1377	814
1378	814
1379	814
1380	814
1381	814
1298	792
887	577
888	578
886	576
885	575
610	427
1357	808
1358	808
1359	808
1360	808
1361	808
1362	808
1014	657
380	259
833	535
1063	684
1064	684
716	485
732	490
733	490
731	489
1153	745
268	183
734	491
664	464
746	499
366	248
852	550
513	355
1121	726
857	555
553	378
1512	881
839	541
447	305
448	305
272	185
227	152
281	194
282	195
283	196
1036	669
1037	669
13	13
14	14
15	15
16	15
17	15
18	15
19	15
880	570
563	388
1016	659
985	636
988	637
986	636
987	637
526	367
400	276
1435	839
859	557
561	386
914	594
915	594
465	314
466	314
48	30
49	30
472	318
473	318
474	319
729	488
730	488
1004	648
601	419
368	250
369	250
662	462
660	460
736	492
737	492
735	492
570	394
571	394
324	215
315	212
316	212
465	314
466	314
607	425
1121	726
1121	726
268	183
360	243
619	432
436	299
1089	701
873	566
1090	701
304	209
1196	759
1195	758
1192	758
1193	758
1194	758
1197	760
1198	760
514	356
11	11
10	10
12	12
830	532
395	272
302	207
1401	821
526	367
559	384
955	621
1318	796
1319	796
1320	796
1321	796
1323	796
1502	875
1316	796
1315	796
1317	796
1322	796
1401	821
591	410
1403	823
1404	823
328	219
329	219
330	220
375	255
657	457
103	67
621	434
621	434
1153	745
1168	753
1172	753
1173	753
1166	753
1167	753
1169	753
1170	753
1171	753
1174	753
1165	753
1500	873
111	71
880	570
15	15
16	15
17	15
18	15
19	15
513	355
285	198
147	99
148	99
163	110
285	198
234	159
235	159
236	159
434	297
435	298
416	286
1084	698
1009	652
1038	670
1039	670
1040	670
606	424
907	589
376	256
377	256
1545	893
1276	786
1263	784
1272	786
1273	786
1277	786
1278	786
1279	786
1280	786
1281	786
1283	786
1285	786
1261	784
1262	784
1264	784
1274	786
1275	786
1282	786
1284	786
1287	787
1286	787
1288	788
1289	788
608	426
609	426
835	537
1014	657
144	96
956	622
957	622
958	622
26	20
25	20
467	315
278	191
1192	758
550	375
11	11
12	12
10	10
1146	740
365	247
351	234
463	312
422	292
1002	646
1003	647
1129	730
276	189
205	136
890	580
1100	710
1386	816
1390	816
1392	816
1393	816
1388	816
1389	816
1501	874
1387	816
1391	816
1121	726
829	531
828	531
1122	727
1038	670
1039	670
1040	670
485	328
486	328
677	472
945	612
946	612
947	613
1224	771
1225	772
1096	707
1097	707
560	385
118	76
1416	828
1472	858
1473	858
1474	858
1417	828
1475	858
1476	858
1477	858
1395	818
1400	820
911	591
513	355
26	20
23	18
25	20
1352	807
1354	807
1355	807
1356	807
1353	807
772	507
520	362
1005	649
191	127
1006	649
192	127
6	6
7	7
9	9
1005	649
185	123
186	123
187	123
71	47
73	47
74	47
83	53
974	629
462	311
555	380
85	55
1421	832
838	540
403	279
1109	717
145	97
385	263
1036	669
1037	669
1058	680
1059	680
253	173
341	228
272	185
357	240
507	349
1233	775
1229	773
228	153
1228	773
1226	773
1227	773
1222	769
91	59
1014	657
502	344
934	606
1416	828
1472	858
1473	858
1474	858
1417	828
1475	858
1476	858
1477	858
644	450
1402	822
1546	894
1549	894
1545	893
1547	894
1548	894
511	353
801	512
959	623
960	623
1073	690
807	518
810	518
811	518
812	518
813	518
809	518
629	442
630	442
751	502
903	585
750	502
752	502
753	502
902	585
734	491
414	284
450	306
426	295
428	295
429	295
430	295
431	295
432	295
413	284
449	306
427	295
412	283
507	349
1496	869
13	13
14	14
15	15
16	15
17	15
18	15
19	15
394	271
355	238
2	2
515	357
350	233
349	232
476	321
342	229
374	254
99	64
1130	731
1131	731
874	567
1132	731
1133	731
875	567
877	567
876	567
400	276
243	165
499	341
494	336
953	619
48	30
49	30
181	122
184	122
183	122
180	122
182	122
593	412
852	550
415	285
1034	667
115	73
189	125
399	275
886	576
1117	722
884	574
793	509
794	509
534	368
536	368
538	368
809	518
936	607
211	141
528	368
529	368
530	368
531	368
541	368
807	518
810	518
811	518
812	518
813	518
935	607
938	607
939	607
527	368
532	368
533	368
535	368
537	368
539	368
540	368
808	518
937	607
334	224
333	223
335	224
476	321
169	116
111	71
1246	780
1247	780
362	245
46	28
1119	724
833	535
841	543
496	338
414	284
449	306
603	421
413	284
427	295
450	306
426	295
428	295
429	295
430	295
431	295
432	295
1515	884
1046	673
1048	673
906	588
1043	673
1044	673
1045	673
1047	673
1049	673
147	99
148	99
1048	673
