3517	411
1138	888
1027	785
1078	828
99	86
4387	653
820	591
1037	795
3824	847
24	16
1074	824
643	417
2150	782
1316	1060
1661	399
3479	379
1623	382
3500	261
3684	789
4133	607
2732	852
585	363
4224	545
1349	1090
578	356
4298	507
2809	18
535	326
22	14
1139	889
112	96
1073	823
2186	749
3567	886
965	724
3737	760
274	162
547	93
1541	682
1136	886
3364	21
1233	979
4192	490
853	617
1762	487
422	234
1145	894
3490	901
3472	165
847	614
484	284
1184	932
1279	1025
1614	462
1103	853
1868	971
4460	120
1706	524
4008	219
2711	983
807	578
1246	992
986	745
2131	850
4034	615
3992	218
541	330
2155	780
1583	443
4137	356
321	179
2865	125
685	458
1526	681
3511	255
1006	764
1263	1009
1747	755
123	107
1825	609
4182	363
1929	936
2179	766
1977	696
3591	95
55	47
1157	906
2795	868
364	205
1710	526
597	375
1509	275
488	288
358	200
4132	603
370	208
2016	1058
772	544
599	377
3509	258
3937	552
3919	689
1766	484
4047	590
1678	428
996	755
2994	84
4147	245
652	425
1289	1035
4166	496
189	141
1618	1091
2444	1031
1218	965
2430	989
2319	377
2242	702
377	216
334	186
1733	376
310	173
741	514
3366	22
2200	731
757	530
390	224
797	569
1191	939
3051	98
113	97
108	93
1250	996
632	406
4468	175
645	419
942	701
2233	723
3951	552
868	632
1593	430
2943	69
3747	778
3081	145
981	740
1213	961
4156	350
1880	994
594	372
3638	699
287	168
4002	216
709	482
3563	181
2736	840
94	82
47	39
3405	27
1885	376
648	422
935	695
1091	841
933	693
1001	759
777	549
1023	781
3836	753
1859	862
114	98
1920	967
3648	239
721	494
3956	572
4380	340
1775	475
119	103
3476	341
1108	858
144	116
175	128
4207	321
605	160
3300	5
1697	416
3941	557
1786	614
1152	901
738	511
548	335
3400	819
1364	329
200	145
3486	904
2453	985
579	357
1292	1038
2015	1079
3909	644
1536	640
3448	46
2355	826
1120	870
1055	812
172	127
1309	1053
1241	987
1	0
1247	993
3672	396
796	568
4235	196
3981	516
1270	1016
30	22
4300	783
1121	871
2299	883
562	344
461	267
1513	362
4045	535
3550	873
869	633
1197	945
3201	109
1161	910
1212	960
2452	974
2854	305
2980	78
1904	957
602	380
2225	719
1745	304
4491	675
983	742
3543	696
178	131
4186	705
1150	899
208	146
2942	60
3382	861
2107	1049
641	415
2322	855
995	754
2002	1074
674	447
846	613
3950	582
2839	130
2043	1062
1224	970
1290	1036
841	611
941	700
280	165
987	746
695	468
930	690
266	156
1794	272
1882	992
1516	666
61	53
2137	773
2929	63
3529	384
716	489
2323	363
568	349
3446	45
3876	267
3489	58
3927	299
2344	832
567	348
3442	39
1782	470
3724	810
451	257
1699	418
2278	905
1539	693
4123	599
2423	1015
447	253
4291	1019
495	293
1849	147
309	172
1743	540
631	405
2432	991
356	198
3463	49
376	215
2183	745
2902	135
2277	907
483	283
1332	1074
251	152
190	142
1198	946
3525	252
2872	142
4078	609
504	301
438	246
3707	794
489	289
1217	964
124	108
2313	863
1701	529
563	345
718	491
1113	863
2849	129
372	211
856	620
694	467
3528	124
277	164
866	630
644	418
347	190
2014	1080
624	399
3844	274
492	292
1092	842
2264	387
4360	164
1175	923
2880	140
181	134
43	35
1312	1056
1128	878
1948	951
1226	972
508	305
4024	587
95	83
1791	514
3933	567
244	149
1260	1006
2391	942
1578	393
4191	212
38	30
1221	968
1345	1086
1790	510
732	505
907	668
573	353
1305	1050
2724	848
700	473
3154	102
4241	335
3523	251
2297	887
382	221
3680	148
2286	325
3940	558
506	303
52	44
1624	452
486	286
1863	977
1751	538
2909	436
1989	1078
1177	925
426	237
1180	928
2287	923
1636	456
730	503
1757	533
491	291
1429	145
1318	1062
457	263
707	480
2080	1052
932	692
2412	1019
1372	162
2726	850
519	314
2963	64
4130	600
1691	413
2961	942
1267	1013
1052	810
2302	879
744	517
1856	565
3610	294
1099	849
2271	917
2605	13
1256	1002
620	395
49	41
1533	671
1295	1040
989	748
3493	56
2316	867
118	102
14	8
2866	553
4257	607
1192	940
2882	139
357	199
3983	265
2907	133
1048	806
2944	298
1229	975
501	299
3926	562
1146	895
528	285
2201	729
598	376
4167	291
1093	843
2198	759
1622	449
2947	68
3559	895
2144	775
180	133
1356	1097
460	266
584	362
2443	996
4228	191
1357	1098
793	565
2358	739
1857	1035
1094	844
701	474
950	709
1112	862
363	204
1286	1032
1653	397
1321	1064
973	732
3243	2
1749	543
586	364
4278	606
2290	924
2445	999
2857	119
3870	911
957	716
1336	1077
4469	579
591	369
269	159
1822	1010
2948	71
3665	321
1711	525
1206	954
46	38
3459	825
186	138
1307	1051
62	54
4200	202
102	88
3806	617
2340	845
3810	287
2121	800
2877	141
3945	578
1275	1021
1159	908
3481	909
3573	730
712	485
2018	1059
2889	146
1374	637
2126	792
3991	584
1253	999
1584	442
3701	161
3477	51
3918	687
3104	108
829	599
3912	268
4169	213
3040	876
2773	844
430	239
3495	727
1605	437
1294	1039
2022	374
3998	354
1248	994
1302	1047
3702	1022
1543	686
1950	953
1608	458
16	9
2893	143
3949	581
2139	457
2394	1026
414	231
2235	724
37	29
3431	835
1044	802
1107	857
627	402
4052	605
21	13
1521	657
3031	511
3660	720
1264	1010
90	78
1720	516
743	516
2782	862
3855	909
783	555
1715	522
4217	309
217	147
3393	26
2970	66
485	285
4209	109
3480	914
3678	725
379	218
1858	1036
998	757
4143	842
2130	798
1155	904
1753	539
699	472
3718	237
1616	464
3700	1033
2118	804
2784	865
458	264
3420	308
3819	323
193	143
920	681
1340	1081
4344	171
2813	183
3907	652
1133	883
1937	943
188	140
1297	1042
758	531
1681	425
771	543
2993	83
3967	302
968	727
4226	193
4305	611
1722	515
1824	1003
1174	922
4402	368
969	728
553	337
3698	238
4297	662
601	379
439	247
1803	501
1288	1034
2931	62
1705	530
671	444
1508	150
4150	483
673	446
660	433
395	225
3996	520
1960	1093
2232	722
66	58
3603	748
1726	517
88	76
2421	1016
3454	43
2164	655
29	21
1901	955
3764	1016
100	87
1257	1003
4145	465
3826	278
2888	144
1887	988
2317	575
1910	339
800	572
670	443
1553	620
975	734
2869	123
481	281
3904	658
3633	742
1841	1025
1587	445
1200	948
1746	541
1203	951
3663	390
1061	816
650	424
1172	921
470	274
4122	598
1829	545
574	354
4103	1033
994	753
1571	629
2055	592
1045	803
1902	956
129	113
352	195
4	2
984	743
4039	589
939	698
450	256
1906	958
1276	1022
3743	769
1645	408
423	235
1182	930
81	69
3436	42
2240	700
91	79
1792	23
3564	328
1034	792
905	666
2356	828
2352	838
4212	623
378	217
831	601
1043	801
3419	310
1805	497
3931	560
1515	372
1625	453
1979	1100
1696	420
1788	513
4116	1011
2848	128
1268	1014
1969	1103
1281	1027
82	70
405	228
2136	779
2353	665
4222	195
2181	768
2971	75
1798	503
517	312
1371	99
3727	764
639	413
2146	856
1978	1099
4148	488
2876	160
272	160
1303	1048
523	317
1109	859
666	439
877	640
1621	371
1996	1075
421	233
1774	476
4108	1019
2285	647
3475	54
1967	1087
1592	625
545	334
60	52
3465	50
31	23
3748	157
1127	877
3768	288
513	309
431	240
456	262
2901	389
754	527
1169	918
1087	837
4134	208
1129	879
687	460
4399	185
2065	1038
3132	106
838	608
246	150
3674	728
4481	436
859	623
4199	773
3118	105
827	597
1144	893
3896	358
3852	635
39	31
874	637
4211	317
2135	777
1603	318
2359	328
2933	296
572	352
